emp_no,first_name,last_name,title,from_date,to_date
64487,Tsutomu,Rebaine,Senior Engineer,1986-09-17,9999-01-01
65171,Jeane,Tasistro,Technique Leader,1994-07-06,9999-01-01
64532,Atilio,Segond,Engineer,1990-11-29,9999-01-01
64532,Atilio,Segond,Senior Engineer,1990-11-29,9999-01-01
64790,Shin,Piveteau,Engineer,1985-04-19,9999-01-01
64790,Shin,Piveteau,Senior Engineer,1985-04-19,9999-01-01
64828,Krister,Pappas,Staff,1999-09-30,9999-01-01
64984,Eldridge,Eldridge,Engineer,1994-08-04,9999-01-01
64984,Eldridge,Eldridge,Senior Engineer,1994-08-04,9999-01-01
65998,Mandell,Alameldin,Senior Staff,1989-04-08,9999-01-01
65539,Aksel,Picaronny,Engineer,1991-01-27,9999-01-01
65539,Aksel,Picaronny,Senior Engineer,1991-01-27,9999-01-01
65883,Patricia,Pepe,Senior Staff,1991-04-19,9999-01-01
65883,Patricia,Pepe,Staff,1991-04-19,9999-01-01
65998,Mandell,Alameldin,Staff,1989-04-08,9999-01-01
66530,Dung,Leaver,Staff,1998-04-04,9999-01-01
66382,Domenico,Candan,Engineer,1997-07-13,9999-01-01
66643,Jianhao,Tomescu,Engineer,1996-08-26,9999-01-01
68608,Yucai,Seghrouchni,Engineer,1989-06-09,9999-01-01
66702,Deniz,Thibadeau,Engineer,1994-09-27,9999-01-01
66702,Deniz,Thibadeau,Senior Engineer,1994-09-27,9999-01-01
66757,Yonghong,Baig,Staff,1999-04-10,9999-01-01
66807,Aiman,Rosaz,Engineer,1990-05-22,9999-01-01
66807,Aiman,Rosaz,Senior Engineer,1990-05-22,9999-01-01
67320,Sadok,Lorys,Senior Staff,1987-05-10,9999-01-01
67548,Fumitaka,Roohalamini,Staff,1998-06-27,9999-01-01
67934,Aiman,Gargeya,Engineer,1985-03-07,9999-01-01
67934,Aiman,Gargeya,Senior Engineer,1985-03-07,9999-01-01
68416,Munenori,Debuse,Senior Engineer,1990-11-08,9999-01-01
68608,Yucai,Seghrouchni,Senior Engineer,1989-06-09,9999-01-01
68633,Chinhyun,Rassart,Senior Engineer,1993-07-29,9999-01-01
68648,Jaques,DiGiano,Technique Leader,1992-04-01,9999-01-01
69219,Shuky,Redmiles,Senior Staff,1994-11-19,9999-01-01
69052,Shietung,Shrader,Senior Staff,1995-08-05,9999-01-01
69867,Miyeon,Rothe,Senior Staff,1991-04-09,9999-01-01
69867,Miyeon,Rothe,Staff,1991-04-09,9999-01-01
69878,Chinya,Cooke,Engineer,1997-01-29,9999-01-01
69936,Lalit,Unni,Assistant Engineer,1999-01-31,9999-01-01
70469,Tru,Miyakawa,Senior Staff,1990-09-03,9999-01-01
70469,Tru,Miyakawa,Staff,1990-09-03,9999-01-01
71141,Sajjad,Vitiello,Senior Staff,1992-02-17,9999-01-01
70990,Arumugam,Nitta,Senior Engineer,1990-03-23,9999-01-01
71066,Domenick,Basart,Senior Staff,1996-01-05,9999-01-01
71066,Domenick,Basart,Staff,1996-01-05,9999-01-01
71141,Sajjad,Vitiello,Staff,1992-02-17,9999-01-01
71188,Pranjal,Schapiro,Senior Staff,1986-12-14,9999-01-01
71188,Pranjal,Schapiro,Staff,1986-12-14,9999-01-01
71243,Kinh,Buchter,Engineer,1986-03-29,9999-01-01
71243,Kinh,Buchter,Senior Engineer,1986-03-29,9999-01-01
71685,Kristinn,Olano,Senior Engineer,1989-10-03,9999-01-01
71334,Cathie,Peck,Engineer,2001-03-04,9999-01-01
71334,Cathie,Peck,Senior Engineer,2001-03-04,9999-01-01
71710,Hitomi,Takanami,Assistant Engineer,1997-12-15,9999-01-01
71745,Adil,Laventhal,Assistant Engineer,1992-05-13,9999-01-01
71745,Adil,Laventhal,Engineer,1992-05-13,9999-01-01
72190,Sajjad,Waeselynck,Engineer,1999-09-13,9999-01-01
72194,Feiyu,Siepmann,Senior Engineer,1998-10-01,9999-01-01
72232,Naraig,Veldwijk,Engineer,1989-07-10,9999-01-01
72232,Naraig,Veldwijk,Senior Engineer,1989-07-10,9999-01-01
72640,Honglan,Hutton,Engineer,1993-10-04,9999-01-01
72640,Honglan,Hutton,Senior Engineer,1993-10-04,9999-01-01
72918,Takahira,Szilard,Senior Staff,1988-01-16,9999-01-01
72918,Takahira,Szilard,Staff,1988-01-16,9999-01-01
73076,Froduald,Feldhoffer,Senior Engineer,1993-03-16,9999-01-01
73233,Shigeo,Merey,Senior Engineer,1985-07-30,9999-01-01
73516,Qingxiang,Badache,Engineer,1989-06-25,9999-01-01
73516,Qingxiang,Badache,Senior Engineer,1989-06-25,9999-01-01
74344,Hiroyasu,Provine,Engineer,1994-11-25,9999-01-01
73743,Anneke,Bernardeschi,Engineer,2000-10-15,9999-01-01
74200,Holgard,Weiland,Senior Engineer,1991-09-24,9999-01-01
74800,Yuuichi,Conde,Assistant Engineer,1989-03-08,9999-01-01
74668,Masako,Bonifati,Senior Staff,1987-04-09,9999-01-01
74800,Yuuichi,Conde,Engineer,1989-03-08,9999-01-01
74800,Yuuichi,Conde,Senior Engineer,1989-03-08,9999-01-01
76189,Kolar,Hinsberger,Engineer,1986-10-20,9999-01-01
75354,Shuky,Jakobus,Engineer,1986-06-16,9999-01-01
75354,Shuky,Jakobus,Senior Engineer,1986-06-16,9999-01-01
75703,Kyoichi,Erman,Engineer,1996-07-25,9999-01-01
75703,Kyoichi,Erman,Senior Engineer,1996-07-25,9999-01-01
76201,Arif,Preusig,Senior Engineer,1992-04-02,9999-01-01
76189,Kolar,Hinsberger,Senior Engineer,1986-10-20,9999-01-01
76640,Tristan,Mitsuhashi,Engineer,1994-07-13,9999-01-01
76640,Tristan,Mitsuhashi,Senior Engineer,1994-07-13,9999-01-01
77303,Xinglin,Birge,Senior Staff,1992-03-05,9999-01-01
77030,Faiza,Garnham,Technique Leader,1986-03-02,9999-01-01
77303,Xinglin,Birge,Staff,1992-03-05,9999-01-01
77647,Niranjan,Schaaf,Technique Leader,1989-11-05,9999-01-01
78363,Susumu,Fritzsche,Engineer,1998-06-23,9999-01-01
77815,Ronghao,Picaronny,Assistant Engineer,1993-06-09,9999-01-01
77815,Ronghao,Picaronny,Engineer,1993-06-09,9999-01-01
78106,Ashish,Ratnaker,Senior Staff,2000-01-17,9999-01-01
79310,Jeong,Cunliffe,Senior Staff,1996-10-27,9999-01-01
78469,Leucio,Cappelli,Staff,1997-08-22,9999-01-01
78871,Conor,Ghandeharizadeh,Senior Engineer,1985-05-25,9999-01-01
79043,Katsuo,Hockney,Technique Leader,1999-11-07,9999-01-01
79171,Guiseppe,Ellozy,Senior Engineer,1991-01-12,9999-01-01
79606,Arnd,Peir,Senior Engineer,1986-12-11,9999-01-01
79763,Sanjoy,Barreiro,Senior Staff,1988-04-09,9999-01-01
79763,Sanjoy,Barreiro,Staff,1988-04-09,9999-01-01
80067,Kazuhisa,Weiland,Senior Staff,1985-11-09,9999-01-01
80067,Kazuhisa,Weiland,Staff,1985-11-09,9999-01-01
80203,Shakhar,Baik,Staff,1993-12-01,9999-01-01
79895,Fei,Murtagh,Senior Staff,1986-01-19,9999-01-01
80731,Shaowen,Eldridge,Senior Staff,1987-12-05,9999-01-01
80432,Stella,Figueira,Senior Staff,1990-03-14,9999-01-01
80432,Stella,Figueira,Staff,1990-03-14,9999-01-01
80731,Shaowen,Eldridge,Staff,1987-12-05,9999-01-01
80889,Shigeo,Linnainmaa,Senior Engineer,1985-07-30,9999-01-01
80850,Koldo,Luit,Engineer,1995-04-16,9999-01-01
80850,Koldo,Luit,Senior Engineer,1995-04-16,9999-01-01
81105,Jaewon,Boissier,Engineer,1992-05-24,9999-01-01
81105,Jaewon,Boissier,Senior Engineer,1992-05-24,9999-01-01
81545,Larisa,Kornyak,Technique Leader,2000-02-07,9999-01-01
81644,Divine,Ghandeharizadeh,Staff,1997-11-28,9999-01-01
80948,Harjit,Bardell,Engineer,1991-05-24,9999-01-01
80948,Harjit,Bardell,Senior Engineer,1991-05-24,9999-01-01
81995,Sreekrishna,Brender,Engineer,1990-03-22,9999-01-01
82069,Yechezkel,Perfilyeva,Engineer,1994-11-03,9999-01-01
82069,Yechezkel,Perfilyeva,Senior Engineer,1994-11-03,9999-01-01
81995,Sreekrishna,Brender,Senior Engineer,1990-03-22,9999-01-01
82511,Uwe,Koblick,Engineer,1998-04-04,9999-01-01
82098,Poornachandra,Wilharm,Engineer,1991-04-20,9999-01-01
82098,Poornachandra,Wilharm,Senior Engineer,1991-04-20,9999-01-01
82351,Stevo,Thambidurai,Senior Staff,1989-10-27,9999-01-01
83280,Francesca,Ellozy,Senior Engineer,1999-08-08,9999-01-01
82919,Shigeu,Claffy,Engineer,1998-12-19,9999-01-01
82928,Alselm,Rikino,Engineer,1990-11-16,9999-01-01
82928,Alselm,Rikino,Senior Engineer,1990-11-16,9999-01-01
83289,Shigeichiro,Engelmann,Engineer,1994-01-09,9999-01-01
83289,Shigeichiro,Engelmann,Senior Engineer,1994-01-09,9999-01-01
83509,Breannda,Collavizza,Engineer,1989-10-12,9999-01-01
83509,Breannda,Collavizza,Senior Engineer,1989-10-12,9999-01-01
83544,Leaf,Baak,Senior Staff,1994-09-05,9999-01-01
83544,Leaf,Baak,Staff,1994-09-05,9999-01-01
83805,Manohar,Harllee,Senior Engineer,1987-03-11,9999-01-01
83714,Ohad,Kilgore,Engineer,2000-10-10,9999-01-01
83714,Ohad,Kilgore,Senior Engineer,2000-10-10,9999-01-01
84029,Babette,Eugenio,Staff,1997-09-21,9999-01-01
83941,Zsolt,Hagimont,Senior Staff,1996-10-08,9999-01-01
83941,Zsolt,Hagimont,Staff,1996-10-08,9999-01-01
84315,Kristina,Baumann,Assistant Engineer,1996-09-26,9999-01-01
84179,Shuichi,Nanard,Senior Engineer,1989-03-14,9999-01-01
84236,Eberhardt,Barriga,Senior Staff,1987-06-04,9999-01-01
84236,Eberhardt,Barriga,Staff,1987-06-04,9999-01-01
84840,Sverrir,Neimat,Staff,1996-11-03,9999-01-01
84451,Shiv,Aumann,Senior Engineer,1998-06-14,9999-01-01
84508,Tommaso,Vidya,Engineer,1998-05-02,9999-01-01
85288,Younwoo,Luders,Engineer,1998-12-08,9999-01-01
84922,Parke,Unno,Engineer,1996-07-01,9999-01-01
84942,Shin,Fujisaki,Technique Leader,1988-02-23,9999-01-01
85288,Younwoo,Luders,Senior Engineer,1998-12-08,9999-01-01
85414,Chiradeep,Callaway,Staff,1999-07-30,9999-01-01
85216,Ferdinand,Rosiles,Senior Staff,1997-07-08,9999-01-01
85702,Udi,Merks,Engineer,1997-08-15,9999-01-01
85445,Yongdong,Pollock,Staff,1998-03-17,9999-01-01
85874,Pasqua,Taubman,Senior Staff,1986-06-23,9999-01-01
86354,Ronghao,Segond,Senior Engineer,1993-09-13,9999-01-01
86213,Kristine,Clemencon,Senior Staff,1993-06-01,9999-01-01
86213,Kristine,Clemencon,Staff,1993-06-01,9999-01-01
86655,Zhenhua,Lorys,Engineer,1995-08-21,9999-01-01
86422,Jaewon,Thummel,Senior Staff,1985-09-14,9999-01-01
86422,Jaewon,Thummel,Staff,1985-09-14,9999-01-01
86546,Oldrich,Woycyznski,Engineer,1985-05-15,9999-01-01
86546,Oldrich,Woycyznski,Senior Engineer,1985-05-15,9999-01-01
87129,Keung,Neiman,Staff,1997-04-13,9999-01-01
87353,Quingbo,Coombs,Senior Engineer,1999-01-17,9999-01-01
86672,JoAnne,Anido,Staff,1995-09-15,9999-01-01
87714,Khun,Janetzko,Assistant Engineer,1989-09-13,9999-01-01
88103,Goo,Bresenham,Senior Staff,1999-01-31,9999-01-01
88411,Lena,Cannane,Engineer,2000-01-28,9999-01-01
88422,Jungsoon,Birsak,Technique Leader,1985-04-03,9999-01-01
88647,Vasiliy,Ratnaker,Engineer,1995-08-09,9999-01-01
87714,Khun,Janetzko,Engineer,1989-09-13,9999-01-01
87729,Yongmin,Roccetti,Senior Staff,1986-12-10,9999-01-01
87729,Yongmin,Roccetti,Staff,1986-12-10,9999-01-01
87783,Conor,Thorensen,Senior Engineer,1988-02-24,9999-01-01
89048,Otmar,Birjandi,Engineer,1985-03-23,9999-01-01
89048,Otmar,Birjandi,Senior Engineer,1985-03-23,9999-01-01
88958,Vojin,Coombs,Senior Staff,1995-07-23,9999-01-01
88958,Vojin,Coombs,Staff,1995-07-23,9999-01-01
89090,Tetsushi,Theuretzbacher,Senior Staff,1990-02-01,9999-01-01
88965,Mang,Hedayat,Engineer,1995-05-22,9999-01-01
89090,Tetsushi,Theuretzbacher,Staff,1990-02-01,9999-01-01
89346,Mansur,Comyn,Engineer,1999-08-31,9999-01-01
89161,Conal,Yetto,Senior Staff,1991-01-12,9999-01-01
89161,Conal,Yetto,Staff,1991-01-12,9999-01-01
89207,Along,Erol,Senior Staff,1992-10-16,9999-01-01
89207,Along,Erol,Staff,1992-10-16,9999-01-01
89590,Guther,Rothenberg,Senior Staff,1991-08-08,9999-01-01
89590,Guther,Rothenberg,Staff,1991-08-08,9999-01-01
89664,Pranjal,Rossi,Staff,1998-07-07,9999-01-01
89680,Aiman,Mawatari,Engineer,1988-05-01,9999-01-01
89806,Xiadong,Shinomoto,Engineer,1997-05-24,9999-01-01
89806,Xiadong,Shinomoto,Senior Engineer,1997-05-24,9999-01-01
89680,Aiman,Mawatari,Senior Engineer,1988-05-01,9999-01-01
90077,Vivian,Guerreiro,Assistant Engineer,1991-07-08,9999-01-01
89922,Alexius,Ibel,Engineer,1988-04-24,9999-01-01
89922,Alexius,Ibel,Senior Engineer,1988-04-24,9999-01-01
89941,Arnould,Weedman,Senior Staff,1989-07-28,9999-01-01
90077,Vivian,Guerreiro,Engineer,1991-07-08,9999-01-01
90084,Renny,Bale,Engineer,1989-11-22,9999-01-01
90084,Renny,Bale,Senior Engineer,1989-11-22,9999-01-01
90292,Koichi,Assaf,Engineer,1990-05-26,9999-01-01
90211,Bader,Denis,Engineer,1997-10-06,9999-01-01
90292,Koichi,Assaf,Senior Engineer,1990-05-26,9999-01-01
90614,Yonghoan,Trogemann,Assistant Engineer,1988-09-23,9999-01-01
90518,Fumiko,Chepyzhov,Senior Staff,1988-01-28,9999-01-01
90518,Fumiko,Chepyzhov,Staff,1988-01-28,9999-01-01
90614,Yonghoan,Trogemann,Engineer,1988-09-23,9999-01-01
91172,Kazuhisa,Melter,Senior Staff,1987-07-16,9999-01-01
90692,Rajmohan,DasSarma,Senior Staff,1985-09-14,9999-01-01
90692,Rajmohan,DasSarma,Staff,1985-09-14,9999-01-01
91172,Kazuhisa,Melter,Staff,1987-07-16,9999-01-01
91182,Lucien,Schwartzburd,Engineer,1988-08-25,9999-01-01
91182,Lucien,Schwartzburd,Senior Engineer,1988-08-25,9999-01-01
91229,Yahiko,Hebden,Engineer,1996-10-03,9999-01-01
91256,Gunilla,Milicic,Staff,1998-01-09,9999-01-01
91229,Yahiko,Hebden,Senior Engineer,1996-10-03,9999-01-01
91415,Jamaludin,Nilsson,Senior Staff,1987-01-15,9999-01-01
91333,Lobel,Stafford,Staff,1998-11-29,9999-01-01
91415,Jamaludin,Nilsson,Staff,1987-01-15,9999-01-01
92577,Zhanqiu,Farrow,Assistant Engineer,1999-01-10,9999-01-01
91648,Dmitry,Msuda,Senior Staff,1988-10-22,9999-01-01
91648,Dmitry,Msuda,Staff,1988-10-22,9999-01-01
92438,Aria,Kilgore,Engineer,1992-04-11,9999-01-01
92438,Aria,Kilgore,Senior Engineer,1992-04-11,9999-01-01
92454,Visit,McFarlan,Engineer,1987-10-22,9999-01-01
92454,Visit,McFarlan,Senior Engineer,1987-10-22,9999-01-01
92598,Ranga,Merro,Assistant Engineer,1996-05-11,9999-01-01
92685,Mang,Atchley,Senior Staff,1995-06-07,9999-01-01
92841,Claude,Candan,Senior Staff,1993-08-04,9999-01-01
92846,Anyuan,Kropatsch,Senior Staff,1986-09-05,9999-01-01
92846,Anyuan,Kropatsch,Staff,1986-09-05,9999-01-01
92920,Huei,Hutter,Engineer,1993-01-28,9999-01-01
93040,Jaques,Kabayashi,Senior Engineer,1992-03-13,9999-01-01
92920,Huei,Hutter,Senior Engineer,1993-01-28,9999-01-01
93278,Magdalena,Penn,Engineer,1997-01-04,9999-01-01
93220,Richara,Walston,Senior Engineer,1996-08-27,9999-01-01
93278,Magdalena,Penn,Senior Engineer,1997-01-04,9999-01-01
93549,Arie,Coullard,Senior Staff,2000-03-28,9999-01-01
93549,Arie,Coullard,Staff,2000-03-28,9999-01-01
93600,Kristina,Neimat,Technique Leader,1988-04-18,9999-01-01
94331,Ramzi,Cronau,Technique Leader,1999-09-03,9999-01-01
95181,Yishai,Cappelli,Staff,1997-01-30,9999-01-01
94416,Aran,Cesareni,Senior Staff,2001-11-20,9999-01-01
94761,Hitofumi,Zaccaria,Engineer,1988-11-22,9999-01-01
94761,Hitofumi,Zaccaria,Senior Engineer,1988-11-22,9999-01-01
94944,Heping,Matheson,Engineer,1988-06-24,9999-01-01
94944,Heping,Matheson,Senior Engineer,1988-06-24,9999-01-01
95406,Alair,Lyonns,Engineer,1997-07-12,9999-01-01
95286,Kristin,Guerreiro,Engineer,1989-08-23,9999-01-01
95286,Kristin,Guerreiro,Senior Engineer,1989-08-23,9999-01-01
95314,Rasiah,Koblick,Senior Staff,1991-08-21,9999-01-01
95314,Rasiah,Koblick,Staff,1991-08-21,9999-01-01
95416,Gianluca,Ramaiah,Engineer,1993-11-29,9999-01-01
95509,Kristinn,Loncour,Engineer,1995-02-08,9999-01-01
96767,Arumugam,Vecchio,Engineer,1985-08-14,9999-01-01
95920,Nobuyoshi,Hegner,Senior Staff,1994-09-07,9999-01-01
95920,Nobuyoshi,Hegner,Staff,1994-09-07,9999-01-01
96571,Kokou,Garrabrants,Senior Engineer,1997-11-05,9999-01-01
96579,Mohan,Tasistro,Engineer,1996-02-10,9999-01-01
96767,Arumugam,Vecchio,Senior Engineer,1985-08-14,9999-01-01
97018,Jeanna,Chinen,Engineer,1989-01-01,9999-01-01
97018,Jeanna,Chinen,Senior Engineer,1989-01-01,9999-01-01
97661,Avishai,Hegner,Senior Staff,1993-05-08,9999-01-01
97661,Avishai,Hegner,Staff,1993-05-08,9999-01-01
98288,Sumali,Huttel,Senior Staff,1989-09-12,9999-01-01
97623,Haldon,Janetzko,Senior Staff,1990-09-11,9999-01-01
97623,Haldon,Janetzko,Staff,1990-09-11,9999-01-01
98288,Sumali,Huttel,Staff,1989-09-12,9999-01-01
98306,Ziya,Kadhim,Senior Engineer,1999-06-24,9999-01-01
99057,Shugo,Reeken,Staff,1999-06-21,9999-01-01
98639,Florina,Assaf,Staff,1996-05-18,9999-01-01
99373,Xiaobin,Christianini,Senior Staff,1985-12-25,9999-01-01
99373,Xiaobin,Christianini,Staff,1985-12-25,9999-01-01
99377,Carrsten,Francisci,Senior Engineer,1991-06-16,9999-01-01
99654,Mahendra,Motley,Senior Staff,1985-09-28,9999-01-01
99590,Dhritiman,Anily,Staff,1998-12-16,9999-01-01
99654,Mahendra,Motley,Staff,1985-09-28,9999-01-01
100916,Heejo,Aamodt,Engineer,1992-04-22,9999-01-01
100916,Heejo,Aamodt,Senior Engineer,1992-04-22,9999-01-01
100865,Hisao,Peral,Engineer,1990-10-03,9999-01-01
100865,Hisao,Peral,Senior Engineer,1990-10-03,9999-01-01
101487,Abdelaziz,Sury,Senior Staff,1991-01-31,9999-01-01
101487,Abdelaziz,Sury,Staff,1991-01-31,9999-01-01
101902,Mantis,Millington,Senior Staff,1991-03-18,9999-01-01
101647,Mori,Homond,Senior Staff,1994-05-10,9999-01-01
101647,Mori,Homond,Staff,1994-05-10,9999-01-01
101902,Mantis,Millington,Staff,1991-03-18,9999-01-01
102620,Adin,Templeman,Engineer,1999-08-12,9999-01-01
103196,Djenana,Albarhamtoshy,Senior Staff,1988-07-16,9999-01-01
103196,Djenana,Albarhamtoshy,Staff,1988-07-16,9999-01-01
103310,Visit,Swen,Senior Staff,1995-10-02,9999-01-01
103310,Visit,Swen,Staff,1995-10-02,9999-01-01
103316,Susanne,Peternell,Engineer,1994-07-27,9999-01-01
103316,Susanne,Peternell,Senior Engineer,1994-07-27,9999-01-01
103342,Beshir,Hellwagner,Engineer,1998-02-03,9999-01-01
103756,Heping,Halloran,Assistant Engineer,1992-04-08,9999-01-01
103756,Heping,Halloran,Engineer,1992-04-08,9999-01-01
104133,Pranjal,Zyda,Senior Staff,1991-07-03,9999-01-01
104133,Pranjal,Zyda,Staff,1991-07-03,9999-01-01
104845,Werner,Lodder,Senior Staff,1992-06-17,9999-01-01
104845,Werner,Lodder,Staff,1992-06-17,9999-01-01
105342,Kwun,Reeker,Technique Leader,1999-07-29,9999-01-01
104988,Parviz,Litzler,Engineer,1992-08-08,9999-01-01
104988,Parviz,Litzler,Senior Engineer,1992-08-08,9999-01-01
105356,Diederik,Matzov,Engineer,1995-03-08,9999-01-01
105356,Diederik,Matzov,Senior Engineer,1995-03-08,9999-01-01
105432,Mohamadou,Stafford,Engineer,1995-09-12,9999-01-01
105520,Haldun,Lienhardt,Senior Staff,1987-01-29,9999-01-01
105432,Mohamadou,Stafford,Senior Engineer,1995-09-12,9999-01-01
106242,Nevio,Thisen,Senior Staff,1988-03-25,9999-01-01
105731,Sachem,Cromarty,Assistant Engineer,1990-08-20,9999-01-01
105731,Sachem,Cromarty,Engineer,1990-08-20,9999-01-01
106096,Naftali,Schurmann,Engineer,1992-12-02,9999-01-01
106096,Naftali,Schurmann,Senior Engineer,1992-12-02,9999-01-01
106242,Nevio,Thisen,Staff,1988-03-25,9999-01-01
107737,Fabrizio,Chleq,Senior Engineer,1999-07-31,9999-01-01
106695,Lijie,Garrabrants,Senior Staff,1988-10-26,9999-01-01
106695,Lijie,Garrabrants,Staff,1988-10-26,9999-01-01
106710,Babette,Anandan,Senior Staff,1986-11-22,9999-01-01
106710,Babette,Anandan,Staff,1986-11-22,9999-01-01
107486,Siamak,Luiz,Senior Engineer,1987-02-11,9999-01-01
107792,Shahab,Crooks,Senior Staff,1992-03-18,9999-01-01
107792,Shahab,Crooks,Staff,1992-03-18,9999-01-01
107828,Ramya,Walston,Senior Staff,1989-02-03,9999-01-01
107828,Ramya,Walston,Staff,1989-02-03,9999-01-01
108198,Randi,Samarati,Senior Staff,1992-10-20,9999-01-01
108091,Hisao,Ghemri,Senior Staff,1985-11-14,9999-01-01
108091,Hisao,Ghemri,Staff,1985-11-14,9999-01-01
108198,Randi,Samarati,Staff,1992-10-20,9999-01-01
109062,Jamaludin,Kandlur,Senior Engineer,1992-06-19,9999-01-01
108316,Shai,Stellhorn,Senior Engineer,1992-05-21,9999-01-01
109552,Menkae,Etalle,Assistant Engineer,1997-05-21,9999-01-01
108988,Oksana,Baek,Senior Staff,1989-07-20,9999-01-01
108988,Oksana,Baek,Staff,1989-07-20,9999-01-01
109211,Gor,Delgrande,Engineer,2002-06-18,9999-01-01
109211,Gor,Delgrande,Senior Engineer,2002-06-18,9999-01-01
109252,Moty,Winter,Technique Leader,1991-04-28,9999-01-01
109278,Bangqing,Schach,Senior Staff,1988-03-22,9999-01-01
109278,Bangqing,Schach,Staff,1988-03-22,9999-01-01
109598,Stamatina,Auyong,Senior Staff,1988-07-05,9999-01-01
109552,Menkae,Etalle,Engineer,1997-05-21,9999-01-01
109741,Hatem,Fadgyas,Senior Engineer,1991-11-13,9999-01-01
109620,Mani,Cannata,Senior Staff,1989-06-21,9999-01-01
109620,Mani,Cannata,Staff,1989-06-21,9999-01-01
200312,Akemi,Fujisaki,Senior Engineer,2001-11-13,9999-01-01
109703,Arco,Walston,Engineer,1999-08-16,9999-01-01
109953,Godehard,Chorvat,Senior Staff,1988-04-10,9999-01-01
109953,Godehard,Chorvat,Staff,1988-04-10,9999-01-01
200363,Kirk,Quaggetto,Engineer,1987-06-30,9999-01-01
200267,Chuanti,Luff,Senior Staff,1994-09-21,9999-01-01
200267,Chuanti,Luff,Staff,1994-09-21,9999-01-01
200363,Kirk,Quaggetto,Senior Engineer,1987-06-30,9999-01-01
201229,Alejandra,Khasidashvili,Staff,1994-07-30,9999-01-01
200735,Dinah,Denos,Senior Staff,1992-09-21,9999-01-01
200735,Dinah,Denos,Staff,1992-09-21,9999-01-01
200789,Susumu,Camurati,Senior Staff,1991-12-15,9999-01-01
200789,Susumu,Camurati,Staff,1991-12-15,9999-01-01
201915,Sudharsan,DeMori,Engineer,1992-03-30,9999-01-01
201708,Anneli,Perl,Senior Staff,1992-09-08,9999-01-01
201708,Anneli,Perl,Staff,1992-09-08,9999-01-01
201915,Sudharsan,DeMori,Senior Engineer,1992-03-30,9999-01-01
202403,Gully,Perko,Engineer,1999-07-07,9999-01-01
201709,Fan,Kakkad,Senior Staff,1988-02-25,9999-01-01
201709,Fan,Kakkad,Staff,1988-02-25,9999-01-01
201739,Genta,Terekhov,Assistant Engineer,1998-07-21,9999-01-01
201801,Waiman,Genin,Engineer,1988-10-30,9999-01-01
201801,Waiman,Genin,Senior Engineer,1988-10-30,9999-01-01
202291,Ortrun,Schmiedel,Engineer,1997-07-18,9999-01-01
202414,Zvonko,Murthy,Senior Staff,1992-01-07,9999-01-01
203474,Hugh,Jonsson,Senior Staff,1991-07-06,9999-01-01
202552,Morris,Saoudi,Engineer,1991-11-22,9999-01-01
202552,Morris,Saoudi,Senior Engineer,1991-11-22,9999-01-01
202826,Kerhong,Matzke,Engineer,1986-11-14,9999-01-01
202826,Kerhong,Matzke,Senior Engineer,1986-11-14,9999-01-01
202882,Isaac,Koshino,Senior Engineer,1995-09-28,9999-01-01
202950,Giordano,Pietrzykowski,Senior Staff,1987-03-26,9999-01-01
203474,Hugh,Jonsson,Staff,1991-07-06,9999-01-01
203599,Ewing,DiGiano,Technique Leader,2000-02-01,9999-01-01
203495,Zongyan,Gips,Technique Leader,1997-05-31,9999-01-01
203946,Yefim,Marwedel,Senior Staff,1993-03-30,9999-01-01
203720,Sasan,Thimonier,Senior Staff,1996-08-21,9999-01-01
203946,Yefim,Marwedel,Staff,1993-03-30,9999-01-01
204117,Jessie,Nooteboom,Staff,2000-12-13,9999-01-01
204133,Susuma,Bergere,Senior Staff,1996-02-25,9999-01-01
204246,Arve,Worfolk,Senior Staff,1985-04-01,9999-01-01
204246,Arve,Worfolk,Staff,1985-04-01,9999-01-01
204764,Susanne,Mandelberg,Engineer,1990-11-02,9999-01-01
204425,Gretta,Huttel,Senior Engineer,1990-10-08,9999-01-01
204470,Hein,Lichtner,Senior Staff,1998-05-02,9999-01-01
204470,Hein,Lichtner,Staff,1998-05-02,9999-01-01
204471,Franziska,Maginnis,Engineer,1986-02-17,9999-01-01
204471,Franziska,Maginnis,Senior Engineer,1986-02-17,9999-01-01
204764,Susanne,Mandelberg,Senior Engineer,1990-11-02,9999-01-01
205174,Leszek,Spinelli,Staff,1998-12-10,9999-01-01
205018,Yahiko,Awdeh,Engineer,1998-08-05,9999-01-01
205627,Stabislas,Broder,Engineer,1996-07-16,9999-01-01
205085,Moni,Kornyak,Technique Leader,1991-09-26,9999-01-01
205500,Mary,Setiz,Senior Engineer,1989-01-13,9999-01-01
205699,Youjian,Yetto,Senior Staff,1994-12-07,9999-01-01
205699,Youjian,Yetto,Staff,1994-12-07,9999-01-01
205789,Limsoon,Skafidas,Senior Staff,1999-08-10,9999-01-01
205863,Aiichiro,Kusalik,Engineer,1990-10-04,9999-01-01
205863,Aiichiro,Kusalik,Senior Engineer,1990-10-04,9999-01-01
205627,Stabislas,Broder,Senior Engineer,1996-07-16,9999-01-01
205660,Kien,Barreiro,Staff,2000-10-24,9999-01-01
206748,Yucai,Fabrizio,Staff,1999-10-06,9999-01-01
206966,Tzu,Sichman,Engineer,1987-11-17,9999-01-01
206836,Guadalupe,Pfau,Senior Staff,1993-03-22,9999-01-01
