emp_no,first_name,last_name,title,from_date,salary
51616,Rafail,Rassart,Senior Staff,1995-05-28,48640
51616,Rafail,Rassart,Staff,1989-05-28,48640
51619,Kensei,Birke,Engineer,1986-06-24,48804
51619,Kensei,Birke,Senior Engineer,1995-06-24,48804
51622,Deniz,Casperson,Senior Engineer,1985-04-12,59715
51639,Abdelaziz,Czap,Senior Staff,1996-11-10,97345
51639,Abdelaziz,Czap,Staff,1987-11-11,97345
51645,Berto,Stassinopoulos,Engineer,1988-09-07,48041
51645,Berto,Stassinopoulos,Senior Engineer,1994-09-07,48041
51646,Maren,Hellwagner,Engineer,1986-05-08,40000
51646,Maren,Hellwagner,Senior Engineer,1994-05-08,40000
51651,Valdiodio,Kaiserswerth,Senior Staff,1991-02-02,62005
51651,Valdiodio,Kaiserswerth,Staff,1986-02-02,62005
51662,Shir,Varman,Engineer,1985-10-16,53867
51662,Shir,Varman,Senior Engineer,1991-10-16,53867
51681,Ulises,Petereit,Senior Staff,1993-06-14,40000
51681,Ulises,Petereit,Staff,1985-06-14,40000
51686,Luigi,Rosay,Senior Staff,1995-07-20,40000
51686,Luigi,Rosay,Staff,1986-07-20,40000
51688,Jovan,Comte,Engineer,1995-11-17,41763
51690,Xiping,Norsworthy,Staff,1995-05-08,84420
51691,Fumiya,Lagarias,Technique Leader,1986-07-23,60477
51694,Mohamadou,Taubman,Engineer,1998-11-13,53242
51724,Xiong,Kolvik,Assistant Engineer,1986-11-20,73463
51724,Xiong,Kolvik,Engineer,1993-11-20,73463
51724,Xiong,Kolvik,Senior Engineer,2000-11-20,73463
51736,Shigehiro,Valiente,Engineer,1988-10-27,44781
51736,Shigehiro,Valiente,Senior Engineer,1996-10-27,44781
51738,Guenter,Norsworthy,Senior Engineer,1985-09-16,45305
51759,Sarita,Sherertz,Staff,1997-12-17,40430
51781,Mandell,Murtagh,Engineer,1986-07-31,40000
51781,Mandell,Murtagh,Senior Engineer,1995-07-31,40000
51788,Uzi,Chleq,Engineer,1985-06-25,40000
51788,Uzi,Chleq,Senior Engineer,1991-06-25,40000
51791,Marjo,Kroft,Senior Staff,1995-07-04,49998
51791,Marjo,Kroft,Staff,1987-07-04,49998
51806,Fumitake,Tasistro,Staff,1996-09-30,80455
51812,Marit,Yoshizawa,Engineer,1985-11-23,40000
51812,Marit,Yoshizawa,Senior Engineer,1993-11-23,40000
51818,Boriana,Weedman,Senior Staff,1994-03-19,46097
51818,Boriana,Weedman,Staff,1987-03-19,46097
51838,Akemi,Woycyznski,Senior Staff,1991-05-25,40000
51840,Leucio,Gimbel,Senior Staff,1996-07-17,68598
51840,Leucio,Gimbel,Staff,1987-07-18,68598
51863,Idoia,Bennis,Engineer,1987-03-05,47118
51863,Idoia,Bennis,Senior Engineer,1992-03-04,47118
51867,Shahaf,Jansch,Engineer,1993-02-28,40000
51867,Shahaf,Jansch,Senior Engineer,2000-02-29,40000
51877,Golgen,Picaronny,Engineer,1985-08-29,40953
51877,Golgen,Picaronny,Senior Engineer,1994-08-29,40953
51898,Mandell,Luca,Engineer,1988-09-25,41606
51898,Mandell,Luca,Senior Engineer,1995-09-26,41606
51909,Baocai,Honglei,Senior Staff,1997-06-23,71607
51909,Baocai,Honglei,Staff,1988-06-23,71607
51910,Rosli,Chenoweth,Senior Staff,1988-12-21,53432
51916,Jingling,Yetim,Senior Engineer,1987-12-22,65637
51943,Gal,Arlazarov,Engineer,1986-07-08,58283
51943,Gal,Arlazarov,Senior Engineer,1992-07-07,58283
51949,Pranav,Rosti,Senior Engineer,1985-02-27,50734
51969,Barna,Bharadwaj,Engineer,1987-10-10,42237
51969,Barna,Bharadwaj,Senior Engineer,1996-10-09,42237
51994,Shigehito,Pluym,Staff,1998-08-19,86798
51995,Zhongwei,Roccetti,Senior Staff,1985-03-16,93409
52001,Irene,Varman,Engineer,1989-05-12,40000
52001,Irene,Varman,Senior Engineer,1994-05-12,40000
52002,Parviz,Stamatiou,Engineer,1990-03-05,51639
52002,Parviz,Stamatiou,Senior Engineer,1999-03-05,51639
52008,Sachio,Noriega,Senior Staff,1991-10-02,50581
52008,Sachio,Noriega,Staff,1985-10-02,50581
52015,Zeljko,Raoux,Technique Leader,1993-09-11,40741
52058,Jessie,Rassart,Senior Staff,1992-03-05,40000
52058,Jessie,Rassart,Staff,1987-03-06,40000
52063,Ferdinand,Lunt,Engineer,1987-07-03,40000
52063,Ferdinand,Lunt,Senior Engineer,1992-07-02,40000
52066,Xiong,Bojadziev,Senior Staff,1987-01-28,54319
52069,Conrado,Krohm,Senior Engineer,1994-11-30,57834
52071,Xianlong,Milicic,Senior Staff,1991-10-26,84726
52071,Xianlong,Milicic,Staff,1986-10-26,84726
52095,Hein,Dayang,Senior Staff,2001-01-29,54221
52095,Hein,Dayang,Staff,1994-01-29,54221
52098,Martine,Delaune,Engineer,1986-05-08,65970
52098,Martine,Delaune,Senior Engineer,1991-05-08,65970
52108,Anestis,Reinhart,Engineer,1987-05-12,55719
52108,Anestis,Reinhart,Senior Engineer,1992-05-11,55719
52113,Feixiong,Hiroyama,Senior Staff,1995-10-14,81095
52113,Feixiong,Hiroyama,Staff,1986-10-14,81095
52117,Neven,Lipner,Engineer,1999-03-25,58904
52130,Kwangho,Besselaar,Assistant Engineer,1993-12-11,49600
52130,Kwangho,Besselaar,Engineer,2001-12-11,49600
52131,Tonny,Collette,Engineer,1991-05-20,56874
52131,Tonny,Collette,Senior Engineer,1999-05-20,56874
52144,Gad,Hoogerwoord,Engineer,1987-12-22,49259
52144,Gad,Hoogerwoord,Senior Engineer,1992-12-21,49259
52149,Greger,Broomell,Technique Leader,1988-03-07,40000
52167,Bernd,Copas,Technique Leader,1985-03-15,40000
52173,Masato,Papadias,Assistant Engineer,1993-06-28,40000
52173,Masato,Papadias,Engineer,1998-06-28,40000
52175,Oldrich,Cronan,Engineer,1993-04-21,53314
52175,Oldrich,Cronan,Senior Engineer,1998-04-21,53314
52196,Francesca,Choobineh,Engineer,1995-02-19,48536
52207,Alenka,Sifakis,Engineer,1987-04-19,46277
52207,Alenka,Sifakis,Senior Engineer,1993-04-18,46277
52217,Spyrose,Henseler,Staff,1999-07-15,40000
52228,Heng,Meszaros,Senior Staff,1988-06-06,54416
52230,Leah,Stavenow,Senior Staff,1999-09-30,59257
52248,Masaki,Peek,Engineer,1995-06-30,40000
52252,Moty,Bade,Senior Staff,2000-04-12,64287
52252,Moty,Bade,Staff,1991-04-13,64287
52255,Masamitsu,Michaels,Engineer,1989-08-01,40000
52255,Masamitsu,Michaels,Senior Engineer,1997-08-01,40000
52271,Nikolaus,Schaft,Senior Staff,1986-01-10,71369
52291,Kshitij,Erva,Staff,1997-06-30,71789
52299,Shin,Baranowski,Engineer,1985-04-27,63020
52299,Shin,Baranowski,Senior Engineer,1990-04-27,63020
52307,Michaela,Suri,Engineer,1988-05-30,62282
52307,Michaela,Suri,Senior Engineer,1993-05-30,62282
52310,Yongmin,Flexer,Senior Staff,1997-11-21,90318
52315,Hilari,Ozery,Senior Staff,1985-10-05,40000
52342,Niranjan,Karcich,Senior Staff,1995-02-21,73705
52342,Niranjan,Karcich,Staff,1988-02-21,73705
52348,Junsik,Radwan,Senior Staff,1997-02-15,65055
52348,Junsik,Radwan,Staff,1989-02-15,65055
52355,Arto,Merkl,Engineer,1986-06-23,40000
52355,Arto,Merkl,Senior Engineer,1993-06-23,40000
52356,Kazuhira,Swist,Senior Staff,1994-10-16,50250
52356,Kazuhira,Swist,Staff,1989-10-16,50250
52369,Manohar,Sewelson,Senior Staff,1995-03-20,64693
52369,Manohar,Sewelson,Staff,1986-03-20,64693
52373,Mircea,McClurg,Senior Staff,1994-10-02,40000
52373,Mircea,McClurg,Staff,1988-10-02,40000
52391,Horward,Varker,Engineer,1999-12-31,40000
52396,Ulf,Paludetto,Senior Staff,1996-02-13,57947
52396,Ulf,Paludetto,Staff,1991-02-13,57947
52397,Huai,Swen,Senior Staff,1993-02-27,48283
52397,Huai,Swen,Staff,1988-02-28,48283
52411,Elvis,Alpin,Engineer,1988-04-16,40978
52411,Elvis,Alpin,Senior Engineer,1997-04-16,40978
52412,Gen,Thombley,Senior Staff,1993-07-17,60566
52412,Gen,Thombley,Staff,1987-07-19,60566
52413,Qiwen,Brobst,Engineer,1988-12-08,75404
52413,Qiwen,Brobst,Senior Engineer,1993-12-08,75404
52417,Eran,Rahimi,Engineer,1993-08-22,56389
52417,Eran,Rahimi,Senior Engineer,2000-08-22,56389
52420,Badri,Pramanik,Senior Staff,1991-11-04,58185
52420,Badri,Pramanik,Staff,1985-11-04,58185
52454,Marco,Peyn,Engineer,1998-11-26,40000
52465,Gift,Ramsay,Engineer,1991-03-31,51258
52465,Gift,Ramsay,Senior Engineer,2000-03-30,51258
52475,Augustine,Khamsi,Engineer,1994-05-18,48960
52483,Kazuhira,Boyle,Engineer,1992-03-27,40000
52483,Kazuhira,Boyle,Senior Engineer,1999-03-28,40000
52511,Zhanqiu,Luca,Staff,1995-10-11,90236
52531,Khosrow,Basart,Senior Staff,1996-02-27,43156
52531,Khosrow,Basart,Staff,1989-02-26,43156
52539,Shigeu,Huttel,Senior Staff,1986-09-18,67249
52548,Mario,Ritzmann,Senior Engineer,1987-03-25,54307
52557,Aruna,Kalsbeek,Engineer,1995-06-13,58610
52557,Aruna,Kalsbeek,Senior Engineer,2000-06-12,58610
52564,Shuky,Chenoweth,Engineer,1987-12-05,40000
52564,Shuky,Chenoweth,Senior Engineer,1993-12-04,40000
52579,Hironoby,Auria,Senior Staff,1992-09-20,44967
52579,Hironoby,Auria,Staff,1985-09-20,44967
52584,Szabolcs,Osgood,Engineer,1988-01-03,70989
52584,Szabolcs,Osgood,Senior Engineer,1993-01-02,70989
52593,Shridhar,Lichtman,Senior Staff,2001-06-02,68633
52593,Shridhar,Lichtman,Staff,1994-06-02,68633
52598,Lobel,Marciano,Senior Staff,1994-11-15,40000
52610,Akhilish,Tsukuda,Engineer,1987-09-06,43766
52610,Akhilish,Tsukuda,Senior Engineer,1994-09-06,43766
52633,Diederik,Hasham,Technique Leader,1994-11-22,64715
52644,Geoffrey,Picci,Senior Staff,1996-04-03,53574
52644,Geoffrey,Picci,Staff,1988-04-04,53574
52667,Pranav,McConalogue,Assistant Engineer,1994-10-02,63870
52667,Pranav,McConalogue,Engineer,1999-10-02,63870
52671,Gay,Sommer,Senior Staff,1998-01-08,65602
52671,Gay,Sommer,Staff,1990-01-08,65602
52676,Baruch,Melton,Engineer,1985-10-10,50832
52676,Baruch,Melton,Senior Engineer,1991-10-10,50832
52682,Valdiodio,Crooks,Senior Staff,1996-02-07,59648
52682,Valdiodio,Crooks,Staff,1989-02-06,59648
52695,Sahrah,Borstler,Engineer,1985-10-19,40000
52695,Sahrah,Borstler,Senior Engineer,1990-10-19,40000
52698,Magdalena,Mersereau,Engineer,1987-10-11,42017
52698,Magdalena,Mersereau,Senior Engineer,1993-10-10,42017
52700,Shin,Ranze,Engineer,1987-12-13,41573
52700,Shin,Ranze,Senior Engineer,1993-12-12,41573
52703,Gian,Sidje,Senior Staff,1996-02-11,41787
52703,Gian,Sidje,Staff,1989-02-10,41787
52712,Boaz,Giveon,Engineer,1986-02-22,42070
52712,Boaz,Giveon,Senior Engineer,1993-02-22,42070
52727,Steve,Facello,Senior Staff,1994-05-13,49070
52727,Steve,Facello,Staff,1988-05-13,49070
52733,Supot,Atrawala,Assistant Engineer,1990-06-24,62659
52733,Supot,Atrawala,Engineer,1999-06-24,62659
52746,Ingmar,Neimat,Engineer,1985-02-17,80170
52746,Ingmar,Neimat,Senior Engineer,1990-02-17,80170
52752,Barna,Rajcani,Senior Staff,2001-11-15,61326
52752,Barna,Rajcani,Staff,1993-11-15,61326
52761,Toshimori,Delgrossi,Engineer,1985-09-09,40000
52761,Toshimori,Delgrossi,Senior Engineer,1994-09-08,40000
52773,Shounak,Rissland,Senior Staff,1993-03-10,89204
52773,Shounak,Rissland,Staff,1985-03-10,89204
52812,Jaber,Fujisawa,Senior Staff,1998-12-15,83882
52812,Jaber,Fujisawa,Staff,1991-12-15,83882
52815,Djenana,Makrucki,Engineer,1993-01-18,49163
52815,Djenana,Makrucki,Senior Engineer,2001-01-18,49163
52830,Kitty,Peron,Senior Staff,1996-07-28,51210
52830,Kitty,Peron,Staff,1988-07-28,51210
52842,Ohad,Murtafg,Senior Staff,1985-04-26,40000
52851,Gita,Billawala,Senior Staff,1996-01-20,47754
52851,Gita,Billawala,Staff,1988-01-20,47754
52856,Kazuhide,Speel,Senior Staff,1994-09-01,46133
52856,Kazuhide,Speel,Staff,1986-09-01,46133
52857,Van,Rabehasaina,Senior Staff,1990-01-04,40000
52867,Yishay,Lindenbaum,Staff,1999-12-23,77395
52897,Arnd,Isaac,Engineer,1986-03-05,40000
52897,Arnd,Isaac,Senior Engineer,1994-03-05,40000
52916,Paris,Schusler,Senior Staff,2000-01-11,63229
52932,Carrsten,Lorin,Senior Engineer,1988-11-17,62236
52933,Gurbir,Uludag,Senior Staff,1990-09-01,57801
52933,Gurbir,Uludag,Staff,1985-09-01,57801
52951,Hauke,Solares,Senior Staff,1998-04-19,67342
52951,Hauke,Solares,Staff,1991-04-19,67342
52961,Arun,Niizuma,Senior Engineer,1988-06-26,42981
52962,Hein,Cappelli,Senior Staff,1998-02-05,63817
52962,Hein,Cappelli,Staff,1990-02-05,63817
52964,Dmitri,Grandbois,Senior Engineer,1992-04-22,43515
52965,Itzchak,Steinauer,Senior Engineer,1991-11-14,47232
52976,Alejandra,Binding,Engineer,1996-12-25,40000
52981,Howell,Hutton,Engineer,1991-03-02,42119
52981,Howell,Hutton,Senior Engineer,2000-03-01,42119
52986,Ugo,Beznosov,Senior Staff,1995-11-09,70532
52986,Ugo,Beznosov,Staff,1988-11-08,70532
53012,Yongdong,Muchinsky,Senior Staff,1993-10-30,74553
53012,Yongdong,Muchinsky,Staff,1986-10-30,74553
53057,Moss,Reeken,Staff,1998-05-18,56784
53059,Sachin,Impagliazzo,Senior Staff,1997-05-06,54775
53059,Sachin,Impagliazzo,Staff,1991-05-07,54775
53064,Mingsen,Heusch,Senior Staff,1995-04-23,54821
53064,Mingsen,Heusch,Staff,1987-04-23,54821
53079,Nirmal,Maierhofer,Engineer,1985-07-06,58193
53079,Nirmal,Maierhofer,Senior Engineer,1994-07-06,58193
53080,Yunming,Lamma,Engineer,1985-08-30,40000
53080,Yunming,Lamma,Senior Engineer,1991-08-30,40000
53083,Jinya,Schaap,Senior Staff,1991-10-29,54213
53083,Jinya,Schaap,Staff,1985-10-29,54213
53090,Kazuhisa,Furedi,Senior Staff,1994-07-22,61937
53090,Kazuhisa,Furedi,Staff,1986-07-22,61937
53092,Tetsushi,England,Senior Staff,2002-07-28,81343
53092,Tetsushi,England,Staff,1993-07-28,81343
53103,Nechama,Molenkamp,Senior Staff,1997-08-09,60801
53103,Nechama,Molenkamp,Staff,1989-08-09,60801
53130,Anestis,Poupard,Senior Engineer,1985-03-31,71330
53134,Shahid,Fasbender,Senior Staff,1991-06-27,77478
53134,Shahid,Fasbender,Staff,1985-06-27,77478
53138,Parke,Schaaf,Engineer,1986-06-14,40000
53138,Parke,Schaaf,Senior Engineer,1992-06-13,40000
53145,Tsutomu,Reistad,Senior Staff,1995-01-18,69251
53145,Tsutomu,Reistad,Staff,1987-01-18,69251
53146,Guenter,Rosay,Senior Engineer,1991-04-15,61045
53150,Kiyotoshi,Kakkad,Engineer,1985-08-14,40000
53150,Kiyotoshi,Kakkad,Senior Engineer,1992-08-14,40000
53154,Chaosheng,Akazan,Senior Engineer,1988-09-16,40000
53157,Weiye,Birge,Senior Engineer,1992-12-04,49549
53159,Jaewon,Cherinka,Engineer,1988-02-05,60440
53159,Jaewon,Cherinka,Senior Engineer,1997-02-04,60440
53160,Susumu,Rossi,Senior Staff,1991-12-08,40000
53162,Marke,Bamford,Engineer,1996-03-29,47988
53162,Marke,Bamford,Senior Engineer,2002-03-29,47988
53165,Woody,Feldmann,Senior Staff,1992-12-19,40000
53165,Woody,Feldmann,Staff,1987-12-20,40000
53177,Vugranam,Sichman,Engineer,1988-03-31,40000
53177,Vugranam,Sichman,Senior Engineer,1993-03-31,40000
53178,Franziska,Melichar,Engineer,1988-12-18,41040
53178,Franziska,Melichar,Senior Engineer,1993-12-18,41040
53186,Martien,Penn,Senior Engineer,1987-08-19,54299
53194,Lorien,Unno,Senior Engineer,1987-04-25,40000
53201,Kien,Lagarias,Technique Leader,1987-11-29,40000
53204,Nirmal,Bernatsky,Senior Staff,1997-05-29,55342
53204,Nirmal,Bernatsky,Staff,1992-05-29,55342
53217,Shem,Heystek,Engineer,1986-05-27,43200
53217,Shem,Heystek,Senior Engineer,1991-05-27,43200
53243,Maren,Schach,Senior Staff,2001-07-13,76633
53243,Maren,Schach,Staff,1993-07-13,76633
53247,Rayond,Undy,Senior Staff,1993-12-15,40000
53247,Rayond,Undy,Staff,1988-12-15,40000
53259,Francoise,Zirintsis,Senior Staff,1995-06-10,45141
53259,Francoise,Zirintsis,Staff,1986-06-10,45141
53273,Moon,Fraisse,Engineer,1991-03-16,53161
53273,Moon,Fraisse,Senior Engineer,1998-03-16,53161
53275,Lokesh,Rullman,Engineer,1997-04-17,40761
53277,Roded,Coney,Senior Staff,1996-02-27,43428
53298,Shay,Oskamp,Senior Engineer,1988-06-06,50854
53318,Mohua,Hooghiemstra,Senior Staff,1999-12-29,54405
53324,Vincent,Speckmann,Engineer,1988-10-27,40000
53324,Vincent,Speckmann,Senior Engineer,1995-10-28,40000
53328,Terresa,Swan,Engineer,1988-06-15,40000
53328,Terresa,Swan,Senior Engineer,1997-06-15,40000
53353,Srinidhi,Sudkamp,Engineer,1988-03-09,51855
53353,Srinidhi,Sudkamp,Senior Engineer,1993-03-09,51855
53358,Pasqua,Peac,Senior Engineer,1988-02-21,44851
53367,Samphel,Parveen,Senior Staff,1995-08-05,69828
53367,Samphel,Parveen,Staff,1986-08-05,69828
53380,Tianruo,Pollacia,Engineer,1989-07-17,53738
53380,Tianruo,Pollacia,Senior Engineer,1998-07-17,53738
53391,Fayez,Stroustrup,Senior Staff,1995-11-25,71880
53391,Fayez,Stroustrup,Staff,1987-11-25,71880
53398,Brigham,Munch,Senior Staff,1995-07-11,40000
53398,Brigham,Munch,Staff,1987-07-11,40000
53412,Dipayan,Rassart,Senior Staff,1997-07-07,62301
53412,Dipayan,Rassart,Staff,1989-07-07,62301
53415,Mariangiola,Nitta,Engineer,1985-02-04,80816
53415,Mariangiola,Nitta,Senior Engineer,1993-02-04,80816
53418,Hiroyasu,Alencar,Senior Staff,1998-01-27,90427
53418,Hiroyasu,Alencar,Staff,1993-01-27,90427
53424,Saeed,Garrabrants,Engineer,1989-06-28,54009
53424,Saeed,Garrabrants,Senior Engineer,1998-06-28,54009
53430,Marke,Schneeberger,Technique Leader,1988-08-10,68380
53436,Filipe,Mitsuhashi,Engineer,1985-05-16,40000
53436,Filipe,Mitsuhashi,Senior Engineer,1990-05-16,40000
53442,Nathalie,Riefers,Engineer,1988-08-12,60078
53442,Nathalie,Riefers,Senior Engineer,1997-08-12,60078
53455,Sariel,Deville,Assistant Engineer,1995-01-04,40000
53455,Sariel,Deville,Engineer,2000-01-04,40000
53457,Rildo,Kisuki,Engineer,1996-04-03,45627
53457,Rildo,Kisuki,Senior Engineer,2001-04-03,45627
53459,Salvador,Berstel,Senior Staff,1986-02-05,83238
53464,Odoardo,Andreotta,Senior Staff,1996-11-13,95242
53464,Odoardo,Andreotta,Staff,1991-11-14,95242
53467,Roddy,Serna,Senior Staff,1985-12-04,91781
53468,Yifei,Muhlberg,Engineer,1987-01-29,71793
53468,Yifei,Muhlberg,Senior Engineer,1992-01-29,71793
53475,Malu,Selenyi,Senior Staff,1994-11-14,46409
53475,Malu,Selenyi,Staff,1988-11-14,46409
53489,Marko,Cherinka,Engineer,1990-09-21,57086
53489,Marko,Cherinka,Senior Engineer,1996-09-20,57086
53509,Radoslaw,Osgood,Engineer,1987-12-14,40000
53509,Radoslaw,Osgood,Senior Engineer,1992-12-13,40000
53530,Gully,Pintelas,Assistant Engineer,1998-10-19,54088
53532,Shimshon,Asmuth,Senior Staff,1994-12-28,40000
53532,Shimshon,Asmuth,Staff,1986-12-28,40000
53539,Sangeeta,Mansanne,Technique Leader,1990-04-26,40000
53540,Khaled,Zockler,Engineer,1995-11-08,40000
53546,Dietrich,Rodier,Engineer,1987-08-01,40000
53546,Dietrich,Rodier,Senior Engineer,1995-08-01,40000
53560,Bernice,Senzako,Senior Engineer,1986-03-07,40000
53589,Kitty,Spell,Engineer,1992-02-08,42166
53589,Kitty,Spell,Senior Engineer,2001-02-07,42166
53601,Avishai,Felder,Engineer,1986-06-22,40000
53601,Avishai,Felder,Senior Engineer,1995-06-22,40000
53607,Moheb,Lorch,Senior Staff,1999-03-18,54497
53607,Moheb,Lorch,Staff,1993-03-18,54497
53612,Hironobu,Benzaken,Engineer,1994-01-01,40000
53622,Masako,Murthy,Staff,1994-08-17,42862
53633,Masadi,Heinisuo,Senior Staff,1995-08-06,83824
53633,Masadi,Heinisuo,Staff,1987-08-06,83824
53640,Toshimi,Coorg,Senior Staff,1994-04-15,46441
53640,Toshimi,Coorg,Staff,1986-04-15,46441
53641,Vesna,Remmele,Senior Staff,1993-02-26,40000
53641,Vesna,Remmele,Staff,1986-02-26,40000
53642,Navin,Erdi,Senior Staff,1993-09-22,61562
53642,Navin,Erdi,Staff,1986-09-22,61562
53651,Nathalie,Melichar,Senior Staff,1992-03-02,66640
53659,Feipei,Sommer,Staff,1997-09-18,54148
53661,Kaijung,Wixon,Senior Staff,1999-02-02,62691
53663,Mamdouh,Segond,Senior Staff,1997-08-01,103397
53663,Mamdouh,Segond,Staff,1988-08-01,103397
53674,Mong,Babu,Senior Staff,1999-04-04,81073
53674,Mong,Babu,Staff,1992-04-03,81073
53679,Aleksandar,Litzkow,Senior Staff,1991-02-07,53006
53679,Aleksandar,Litzkow,Staff,1986-02-07,53006
53684,Gou,Greenaway,Senior Staff,1999-01-25,76914
53684,Gou,Greenaway,Staff,1993-01-25,76914
53709,Kazuhisa,Zaumen,Senior Engineer,1993-06-19,56203
53712,Hidde,Bauknecht,Assistant Engineer,1985-06-20,40000
53712,Hidde,Bauknecht,Engineer,1990-06-20,40000
53712,Hidde,Bauknecht,Senior Engineer,1995-06-20,40000
53747,Yechezkel,Shimshoni,Engineer,1988-10-29,43831
53747,Yechezkel,Shimshoni,Senior Engineer,1996-10-28,43831
53751,Teruyuki,Jayawardene,Senior Staff,1994-08-22,84481
53751,Teruyuki,Jayawardene,Staff,1985-08-22,84481
53760,Mong,Mateescu,Senior Engineer,1993-09-29,63874
53775,Maya,Peternell,Engineer,1986-07-16,46723
53775,Maya,Peternell,Senior Engineer,1994-07-16,46723
53779,Kellie,Zielinski,Engineer,1993-04-24,54577
53779,Kellie,Zielinski,Senior Engineer,1999-04-24,54577
53783,Renee,Schwaller,Senior Staff,1993-12-16,40000
53783,Renee,Schwaller,Staff,1988-12-16,40000
53827,Shan,Baek,Engineer,1999-04-23,40000
53856,Tzu,Reinhart,Engineer,1995-06-07,40000
53860,Nahid,Masamoto,Senior Staff,2000-07-18,89507
53860,Nahid,Masamoto,Staff,1994-07-19,89507
53862,Manohar,Siprelle,Staff,1999-09-28,59696
53868,Jixiang,Angelov,Senior Staff,1991-06-14,50182
53868,Jixiang,Angelov,Staff,1985-06-14,50182
53871,Xudong,Hebert,Senior Staff,1995-07-02,64694
53871,Xudong,Hebert,Staff,1987-07-02,64694
53942,Xiaoheng,Carrere,Senior Staff,1992-09-10,40000
53942,Xiaoheng,Carrere,Staff,1986-09-11,40000
53943,Yannis,Hagimont,Engineer,1998-11-01,48421
53947,Shooichi,Henseler,Engineer,1988-07-21,50967
53947,Shooichi,Henseler,Senior Engineer,1997-07-21,50967
53974,Nahla,Reghbati,Senior Engineer,1998-05-24,47882
53977,Alper,Unno,Senior Staff,1994-06-25,52057
53977,Alper,Unno,Staff,1986-06-25,52057
54029,Mona,Smailagic,Senior Staff,1992-08-09,40000
54029,Mona,Smailagic,Staff,1987-08-10,40000
54037,Hironobu,Grabner,Senior Staff,1988-04-10,60867
54042,Leandro,Fiutem,Engineer,1986-08-19,40000
54042,Leandro,Fiutem,Senior Engineer,1992-08-18,40000
54044,Yuuichi,Muhling,Senior Staff,1996-09-14,60313
54044,Yuuichi,Muhling,Staff,1988-09-14,60313
54049,Christoper,Debuse,Engineer,1988-11-21,40000
54049,Christoper,Debuse,Senior Engineer,1994-11-21,40000
54055,Mitsuyuki,Famili,Senior Staff,1999-06-24,58701
54055,Mitsuyuki,Famili,Staff,1991-06-24,58701
54085,Dharmaraja,Marchesini,Senior Staff,1998-03-14,40000
54089,Sandeepan,Barriga,Technique Leader,1987-03-15,40000
54096,Georg,Reeken,Technique Leader,1999-07-25,40000
54105,Hidefumi,Peck,Staff,1996-06-20,83363
54123,Kien,Bahk,Senior Staff,1994-05-24,53118
54123,Kien,Bahk,Staff,1985-05-24,53118
54131,Rayond,Murrill,Senior Staff,1992-04-17,40000
54131,Rayond,Murrill,Staff,1986-04-18,40000
54139,Tomoyuki,Budinsky,Senior Engineer,1985-03-13,40000
54164,Sahrah,Penz,Senior Staff,1990-11-23,92968
54164,Sahrah,Penz,Staff,1985-11-23,92968
54201,Shigeu,Stranks,Technique Leader,1990-09-03,40000
54206,Marsja,Auyong,Engineer,1990-11-25,47268
54206,Marsja,Auyong,Senior Engineer,1998-11-25,47268
54207,Radhika,Bhattacharjee,Technique Leader,1986-05-07,40000
54226,Chinya,Michaeli,Engineer,1987-05-17,65577
54226,Chinya,Michaeli,Senior Engineer,1992-05-16,65577
54254,Jianwen,Ramsey,Engineer,1997-03-02,40000
54257,Satoru,Molenaar,Engineer,1989-06-19,40000
54257,Satoru,Molenaar,Senior Engineer,1996-06-19,40000
54298,Taizo,Orsini,Assistant Engineer,1990-12-16,50797
54298,Taizo,Orsini,Engineer,1997-12-16,50797
54305,Shaowen,Birke,Technique Leader,1996-11-11,46824
54307,Yuqun,Bondorf,Senior Engineer,1986-11-16,40969
54309,Mohamadou,Bressoud,Senior Engineer,1986-07-10,67544
54311,Inderjeet,Chappelet,Engineer,1996-10-19,51180
54324,Tsutomu,Hutter,Senior Staff,1993-02-15,40000
54324,Tsutomu,Hutter,Staff,1988-02-16,40000
54352,Hilary,Daescu,Senior Engineer,1998-08-04,54271
54366,Mohamadou,Terekhov,Senior Engineer,1995-04-28,57343
54371,Sivanarayana,Esposito,Engineer,1996-07-26,54998
54375,Rafail,Hofstetter,Engineer,1988-02-15,44994
54375,Rafail,Hofstetter,Senior Engineer,1996-02-15,44994
54383,Sanjay,Makrucki,Engineer,1985-05-21,40000
54383,Sanjay,Makrucki,Senior Engineer,1992-05-21,40000
54389,Bingning,Linares,Senior Engineer,1988-08-14,40000
54397,Fen,Langford,Senior Staff,2000-04-22,40000
54397,Fen,Langford,Staff,1993-04-22,40000
54407,Adhemar,Attimonelli,Senior Staff,1991-09-24,75611
54407,Adhemar,Attimonelli,Staff,1985-09-24,75611
54416,Roddy,Sabnani,Senior Staff,1993-12-30,90787
54416,Roddy,Sabnani,Staff,1987-12-31,90787
54420,Youngkon,Rajcani,Staff,2000-02-01,66835
54424,Wayne,Halevi,Engineer,1985-09-06,56685
54424,Wayne,Halevi,Senior Engineer,1993-09-06,56685
54429,Tsuneo,Kopetz,Engineer,1988-01-01,43575
54429,Tsuneo,Kopetz,Senior Engineer,1996-01-01,43575
54430,Kaijung,Pezzoli,Senior Staff,2000-07-13,52520
54430,Kaijung,Pezzoli,Staff,1992-07-13,52520
54441,Miyeon,Uhrig,Staff,1999-03-16,40000
54442,Nadjib,Isaak,Engineer,1987-08-25,40000
