id,emp_no,first_name,last_name,title,from_date,salary
49449,471388,Amalendu,Poupard,Senior Staff,1994-06-23,51524
51713,483561,Amalendu,Ranft,Engineer,1996-11-08,40000
29661,261635,Amalendu,Ruther,Senior Engineer,1993-01-05,41984
14979,90559,Amalendu,Schlegelmilch,Senior Staff,1994-10-06,40000
35441,293536,Amalendu,Thibadeau,Senior Engineer,1989-09-18,40000
40059,418821,Amalendu,Thiran,Senior Engineer,1993-01-14,41111
28103,253272,Amalendu,Uehara,Senior Staff,1997-02-18,64560
40173,419427,Amalendu,Varley,Staff,1997-10-15,40000
33361,282123,Amalendu,Vecchio,Senior Engineer,1994-10-14,66796
22857,223652,Amalendu,Vidya,Senior Engineer,1996-05-05,52731
5738,41077,Amalendu,Walston,Senior Staff,1987-04-30,61355
1856,20265,Amalendu,Willoner,Senior Engineer,1993-09-04,53518
41528,427034,Amalendu,Yurov,Senior Engineer,1991-10-22,60831
4834,36303,Amstein,Anandan,Senior Engineer,2000-04-09,52644
47102,458525,Amstein,Angiulli,Senior Staff,1992-12-07,58254
11115,70421,Amstein,Birke,Senior Engineer,1992-12-22,40000
14026,85589,Amstein,Bressoud,Senior Engineer,1985-12-13,52659
53744,494587,Amstein,Bridgland,Senior Engineer,1993-05-04,54637
37387,404106,Amstein,Brobst,Senior Staff,1985-07-28,45581
7083,48426,Amstein,Conte,Senior Staff,1992-09-07,51116
38317,408834,Amstein,Ermel,Senior Staff,1995-05-27,47807
40786,422769,Amstein,Ginneken,Senior Engineer,1999-12-24,40000
29944,263243,Amstein,Giveon,Senior Staff,2001-03-21,93759
40969,423876,Amstein,Gustavson,Assistant Engineer,1997-12-11,40000
15412,93080,Amstein,Heering,Staff,1996-11-06,88350
21838,218439,Amstein,Jonsson,Senior Staff,1996-04-23,67512
46541,455395,Amstein,Kalorkoti,Assistant Engineer,1997-09-03,51028
79,10486,Amstein,Kossowski,Senior Engineer,1996-10-07,71692
38841,411879,Amstein,Kulisch,Senior Staff,1991-03-21,54872
44439,443917,Amstein,Lores,Senior Staff,1992-11-25,91273
19460,205024,Amstein,Papastamatiou,Senior Engineer,1997-02-25,48820
31295,270651,Amstein,Passino,Senior Engineer,1993-05-01,40000
22674,222602,Amstein,Randi,Senior Engineer,1988-08-02,51218
3757,30302,Amstein,Sankaranarayanan,Senior Staff,1992-08-16,80557
32713,278715,Amstein,Schaft,Engineer,1999-03-06,58499
52363,487014,Amstein,Schiper,Senior Engineer,1997-09-28,66183
20091,208631,Amstein,Schlumberger,Senior Engineer,2001-04-05,40000
22963,224211,Amstein,Schreiter,Senior Engineer,1990-08-05,46610
36595,299572,Amstein,Sidou,Senior Engineer,1996-12-05,45701
53600,493754,Amstein,Stifter,Senior Staff,1986-11-06,50316
39268,414246,Amstein,Unno,Senior Engineer,1989-06-02,40000
27223,248336,Amstein,Vitiello,Senior Staff,2002-07-28,76219
3152,27118,Anestis,Azadmanesh,Senior Engineer,1989-09-03,40000
7225,49227,Anestis,Clouatre,Senior Staff,1998-01-01,79096
9885,63349,Anestis,Comte,Senior Engineer,1997-03-26,40000
45644,450438,Anestis,Cooke,Senior Engineer,1999-01-04,40000
38408,409365,Anestis,Deverell,Senior Staff,1993-03-15,40000
44168,442230,Anestis,Edelhoff,Senior Engineer,1991-05-23,66004
36156,297326,Anestis,Fasbender,Senior Staff,1996-07-13,53507
17556,104866,Anestis,Gelosh,Senior Staff,1996-10-23,83471
43733,439595,Anestis,Itzfeldt,Senior Engineer,1992-09-08,72605
37921,406819,Anestis,Itzigehl,Senior Engineer,1995-10-30,45236
13594,83375,Anestis,Kenevan,Assistant Engineer,1998-05-19,42336
38672,410857,Anestis,Lamba,Senior Staff,1993-08-16,74970
52739,489126,Anestis,Macedo,Senior Staff,2001-05-21,40000
49722,472709,Anestis,Majewski,Senior Staff,1997-09-23,86225
24237,231431,Anestis,Merle,Senior Staff,1988-02-13,40000
22078,219548,Anestis,Naumovich,Senior Staff,1995-04-12,86218
7936,53130,Anestis,Poupard,Senior Engineer,1985-03-31,71330
4642,35158,Anestis,Pramanik,Engineer,1998-02-22,40000
7767,52108,Anestis,Reinhart,Senior Engineer,1992-05-11,55719
14598,88503,Anestis,Rosenbaum,Senior Engineer,1988-04-14,61291
10641,67632,Anestis,Schusler,Senior Engineer,2000-03-09,40000
7336,49766,Anestis,Staylopatis,Staff,2000-01-11,53487
4494,34258,Anestis,Talmor,Senior Staff,1992-09-19,78941
21949,218864,Anestis,Taubenfeld,Engineer,1997-07-09,40000
22888,223856,Anestis,Vidya,Senior Engineer,1994-06-04,76523
42570,433036,Anestis,Yeung,Senior Engineer,1985-08-23,41290
13046,80665,Angel,Angot,Senior Staff,1993-06-06,64768
11387,71948,Angel,Bonifati,Engineer,1996-05-30,40000
8964,58475,Angel,Chaudhury,Senior Engineer,2002-07-11,40000
2071,21566,Angel,Demos,Senior Staff,1988-11-06,61752
24718,233981,Angel,Francisci,Senior Engineer,1991-11-05,52266
47376,459890,Angel,Gyorkos,Senior Engineer,1998-04-27,52589
19259,203856,Angel,Hiroyama,Senior Staff,1999-02-16,40000
10136,64941,Angel,Hockney,Senior Staff,1992-10-24,40000
6968,47925,Angel,Kamble,Senior Staff,1985-03-05,74828
9347,60469,Angel,Kampfer,Senior Staff,1991-05-01,85944
2115,21708,Angel,Lichtner,Senior Engineer,1993-07-28,40000
5992,42488,Angel,Menhardt,Senior Staff,1996-07-18,48657
36708,400223,Angel,Mukaidono,Senior Engineer,1997-11-10,50394
48732,467430,Angel,Ossenbruggen,Technique Leader,1986-09-10,40000
3043,26474,Angel,Peng,Senior Engineer,1992-08-23,60255
7408,50145,Angel,Peyn,Senior Engineer,1987-01-08,40000
50603,477514,Angel,Reistad,Senior Engineer,1993-10-15,40000
54020,495958,Angel,Reutenauer,Staff,1994-12-13,40000
39719,416834,Angel,Riefers,Senior Engineer,1993-12-24,40000
7404,50111,Angel,Rosin,Senior Staff,1999-01-23,40000
1040,15866,Angel,Seiwald,Senior Engineer,1991-10-03,40000
15515,93520,Angel,Unni,Senior Staff,1997-11-15,43894
52932,490225,Angel,Velasco,Senior Staff,1997-01-01,40000
5987,42460,Angel,Vrecion,Senior Engineer,1992-02-21,45978
14694,88937,Angel,Waschkowski,Senior Engineer,1996-02-04,47606
40855,423304,Angel,Willoner,Senior Staff,1997-02-25,43710
3504,28958,Angel,Wossner,Staff,1997-08-24,61697
29666,261651,Angus,Anguita,Engineer,1999-04-01,77905
44257,442802,Angus,Bazelow,Staff,1995-06-04,84208
45729,450860,Angus,Billingsley,Senior Staff,1999-10-26,80228
23547,227501,Angus,Biron,Senior Engineer,1991-04-15,40000
2938,25937,Angus,Bodoff,Senior Engineer,1987-06-06,40000
45618,450288,Angus,Braunschweig,Senior Engineer,1999-06-23,40000
34511,288265,Angus,Budinsky,Senior Engineer,1998-12-05,66719
12038,75388,Angus,Cangellaris,Senior Staff,1991-02-16,40000
21518,216500,Angus,Eldridge,Senior Engineer,1991-02-01,40000
53972,495666,Angus,Kowalchuk,Engineer,1997-06-11,47107
11969,75052,Angus,Kroha,Senior Staff,1992-10-06,49369
25701,239269,Angus,Linares,Senior Engineer,1995-08-04,41267
15297,92373,Angus,Lupu,Senior Engineer,1994-04-14,40000
16201,97390,Angus,Masaki,Senior Engineer,1992-03-19,40000
41712,427899,Angus,Mitzlaff,Engineer,1997-08-09,46335
43311,437241,Angus,Moffat,Senior Staff,1994-05-28,76833
33816,284592,Angus,Montresor,Staff,1999-09-20,51408
29791,262384,Angus,Msuda,Senior Engineer,1998-02-11,52172
45866,451589,Angus,Naudin,Senior Staff,1985-02-27,62445
26162,242114,Angus,Orlowska,Senior Staff,1991-03-14,42583
26153,242069,Angus,Perz,Senior Staff,1994-08-08,40000
19490,205245,Angus,Raczkowsky,Senior Engineer,2002-07-11,54462
23078,224880,Angus,Ramsay,Technique Leader,1994-11-07,54266
32951,279915,Angus,Rijsenbrij,Senior Engineer,1994-09-07,40000
13000,80318,Angus,Schneeberger,Senior Engineer,1996-01-26,40000
43591,438862,Angus,Vrecion,Senior Engineer,1997-05-28,40000
47818,462231,Anneke,Albarhamtoshy,Senior Staff,1994-04-09,85178
37809,406305,Anneke,Birge,Engineer,1999-04-30,64733
39775,417146,Anneke,Caine,Senior Engineer,1995-01-24,40000
9085,59107,Anneke,Constantine,Senior Engineer,1994-04-03,40000
44629,444957,Anneke,Demeyer,Senior Engineer,1999-08-27,40000
12437,77359,Anneke,Dengi,Staff,1994-02-24,40000
24924,235001,Anneke,Escriba,Senior Engineer,1999-11-25,40000
32213,275798,Anneke,Gente,Engineer,1997-04-08,40000
3412,28447,Anneke,Ghelli,Technique Leader,1989-05-10,40000
31614,272486,Anneke,Gide,Senior Engineer,1992-10-01,59197
31287,270585,Anneke,Glinert,Senior Engineer,1991-06-24,50395
36722,400299,Anneke,Haraldson,Staff,1997-04-08,61172
37162,402747,Anneke,Highland,Senior Staff,1993-03-21,40000
51595,483032,Anneke,Hiroyama,Senior Engineer,1992-05-16,77430
53594,493725,Anneke,Jeansoulin,Senior Staff,1991-05-03,67618
11011,69714,Anneke,Kavvadias,Technique Leader,1992-06-14,56682
46296,454101,Anneke,Leslie,Senior Staff,1993-11-16,99386
40023,418639,Anneke,Ponthieu,Senior Engineer,1996-09-15,57023
45073,447194,Anneke,Rando,Engineer,1998-11-14,49014
14561,88353,Anneke,Ranka,Senior Engineer,1994-12-18,49997
15741,94710,Anneke,Schrooten,Assistant Engineer,1999-01-01,79794
40755,422614,Anneke,Wuwongse,Senior Engineer,2002-05-05,40000
23482,227144,Anneli,Beeson,Assistant Engineer,1996-10-02,65909
53156,491330,Anneli,Bernardinello,Senior Staff,1996-06-12,44013
48473,465865,Anneli,Braunschweig,Senior Engineer,1993-04-18,43843
47185,458922,Anneli,Demir,Senior Engineer,1999-04-26,45817
25428,237777,Anneli,Fiebach,Senior Staff,1998-01-12,70035
61,10372,Anneli,Frijda,Technique Leader,1985-07-30,54505
2427,23404,Anneli,Gini,Senior Engineer,1988-04-27,63624
9910,63497,Anneli,Griswold,Senior Staff,1997-10-12,60815
35672,294845,Anneli,Gustavson,Senior Staff,1995-01-22,40261
45809,451251,Anneli,Itschner,Senior Staff,1995-11-16,80158
28092,253212,Anneli,Jarecki,Senior Staff,1995-02-22,40000
235,11347,Anneli,Jonsson,Senior Engineer,1992-04-19,41524
4566,34709,Anneli,Kragelund,Senior Staff,2001-08-26,50591
22689,222685,Anneli,Lagarias,Senior Engineer,1987-07-06,40000
8967,58509,Anneli,Laurillard,Senior Staff,1996-11-08,72792
17097,102314,Anneli,Maliniak,Engineer,1998-04-19,40000
8428,55848,Anneli,Ozeri,Senior Staff,1993-01-01,46950
27060,247449,Anneli,Percebois,Engineer,1996-06-07,40000
8980,58541,Anneli,Pouyioutas,Staff,1997-02-08,48986
43935,440746,Anneli,Ramsay,Technique Leader,1986-03-22,40987
1583,18943,Anneli,Rando,Senior Staff,1990-04-18,54916
14485,87875,Anneli,Reeker,Senior Engineer,1991-07-24,40000
35296,292627,Anneli,Reinhart,Senior Staff,1994-08-13,71959
16414,98524,Anneli,Rosenbaum,Engineer,1997-05-05,51480
9246,59916,Anneli,Smeets,Senior Engineer,1996-11-29,40000
39526,415741,Anneli,Suwa,Senior Engineer,1993-05-11,64261
28278,254241,Anneli,Wursthorn,Senior Engineer,1987-11-08,44902
49101,469447,Anneli,Zirintsis,Senior Staff,1995-09-24,65983
11232,71127,Annemarie,Belinskaya,Staff,1993-10-16,43847
2177,22133,Annemarie,Bernardeschi,Senior Staff,1993-08-07,40000
1109,16134,Annemarie,Chaudhuri,Senior Engineer,1998-03-12,40000
27202,248233,Annemarie,Dayana,Technique Leader,1986-02-15,54015
40049,418771,Annemarie,Eiter,Senior Engineer,1997-03-22,47161
21040,213849,Annemarie,Gilg,Senior Engineer,2000-07-08,42930
52517,487804,Annemarie,Honglei,Senior Engineer,1987-11-06,46325
3228,27566,Annemarie,Kobuchi,Senior Staff,2000-09-07,43878
20196,209127,Annemarie,Luon,Senior Engineer,1994-09-06,40000
43826,440200,Annemarie,Marrevee,Senior Staff,1997-11-06,44272
40830,423104,Annemarie,McConalogue,Senior Staff,1997-03-02,40000
5461,39656,Annemarie,Nannarelli,Senior Staff,1995-02-07,75928
1369,17559,Annemarie,Papastamatiou,Senior Engineer,1993-09-04,53573
21288,215228,Annemarie,Rando,Staff,1998-05-28,40000
37234,403255,Annemarie,Ranft,Technique Leader,1987-03-23,55230
40563,421540,Annemarie,Ranon,Senior Staff,1994-09-19,82626
18676,200743,Annemarie,Roohalamini,Senior Staff,1991-10-16,79979
2843,25491,Annemarie,Rosis,Senior Engineer,1993-09-11,44737
9064,58991,Annemarie,Schaap,Staff,1998-04-14,94957
4919,36780,Annemarie,Schnabel,Senior Engineer,1990-07-24,40000
13964,85264,Annemarie,Silva,Senior Engineer,2002-01-05,50431
11329,71690,Annemarie,Steinauer,Senior Engineer,1996-10-25,40000
10779,68508,Annemarie,Swist,Senior Engineer,1992-06-06,40000
54621,499415,Annemarie,Wossner,Engineer,1999-04-09,66991
548,13171,Anoosh,Birnbaum,Senior Engineer,1995-08-31,40000
445,12589,Anoosh,Chleq,Senior Engineer,1997-09-08,59441
15753,94828,Anoosh,Dahlbom,Senior Staff,1992-04-24,40000
40390,420562,Anoosh,Danner,Senior Staff,1990-12-12,79429
11919,74772,Anoosh,Esteva,Staff,1996-10-15,64329
685,13859,Anoosh,Fujisawa,Senior Engineer,1992-08-22,40000
33994,285524,Anoosh,Gimbel,Senior Staff,1993-08-24,90267
19147,203247,Anoosh,Heiserman,Senior Staff,1996-07-13,61596
36501,299111,Anoosh,Highland,Senior Engineer,1994-04-23,40000
42939,435135,Anoosh,Keirsey,Engineer,1998-09-27,56825
4946,36906,Anoosh,Kornyak,Senior Engineer,1994-06-28,40000
10321,65832,Anoosh,Lamba,Senior Staff,1993-08-17,70859
48439,465663,Anoosh,Llado,Staff,1996-08-03,66840
34713,289357,Anoosh,Marletta,Senior Staff,1991-12-18,57385
27470,249708,Anoosh,Orlowski,Technique Leader,1994-10-23,54049
17488,104467,Anoosh,Panwar,Senior Engineer,2002-02-08,40000
1652,19259,Anoosh,Pelc,Senior Engineer,1994-11-17,47060
31260,270364,Anoosh,Pellegrinelli,Engineer,1998-02-01,40000
49374,471064,Anoosh,Perl,Senior Engineer,1995-09-18,40777
46787,456736,Anoosh,Pettit,Senior Staff,1993-01-24,40000
48857,468030,Anoosh,Poujol,Senior Engineer,1998-12-10,40000
32416,276876,Anoosh,Quittner,Senior Staff,1995-04-23,48097
8382,55590,Anoosh,Shumilov,Senior Engineer,1996-09-07,52740
43198,436653,Anoosh,Siepmann,Senior Engineer,2000-08-28,60661
5540,39988,Anoosh,Spelt,Technique Leader,1986-03-01,40000
33706,284087,Anoosh,Sullins,Senior Engineer,1994-06-10,54645
53726,494479,Anoosh,Thibadeau,Senior Engineer,1992-03-10,49617
1268,17063,Anoosh,Thiran,Senior Staff,1992-12-12,91391
33376,282251,Anoosh,Valtorta,Senior Staff,1992-09-14,42000
11225,71113,Anwar,Atrawala,Senior Staff,1994-06-06,40000
27548,250127,Anwar,Bahl,Engineer,1996-12-11,58136
34426,287812,Anwar,Brizzi,Engineer,1993-09-04,40000
11204,70919,Anwar,Casley,Senior Engineer,1996-10-05,51782
47620,461264,Anwar,Conte,Senior Staff,1996-09-13,40000
53195,491546,Anwar,Denti,Senior Engineer,1997-04-12,40000
31197,270000,Anwar,Eterovic,Senior Engineer,1994-02-18,40000
4592,34928,Anwar,Flexer,Senior Engineer,1988-03-02,40000
50613,477566,Anwar,Gelosh,Staff,1993-10-28,74503
6567,45685,Anwar,Huhdanpaa,Senior Staff,1992-02-11,40000
27778,251474,Anwar,Kolvik,Engineer,1995-11-17,64458
14099,85913,Anwar,Rehfuss,Senior Engineer,1995-01-06,40000
25851,240060,Anwar,Reinhard,Senior Staff,1996-03-02,56785
38273,408557,Anwar,Reinhart,Senior Engineer,1992-05-11,40000
49011,468878,Anwar,Rubsam,Senior Engineer,1994-02-16,40000
31815,273601,Anwar,Seiwald,Senior Engineer,2002-07-05,40000
11050,69993,Anwar,Silva,Staff,2000-01-25,92674
35344,292945,Anwar,Stellhorn,Senior Engineer,1997-12-03,40000
54044,496077,Anyuan,Albarhamtoshy,Senior Staff,1985-12-17,75313
20505,210620,Anyuan,Bierman,Staff,1996-01-13,62398
33789,284516,Anyuan,Borstler,Senior Engineer,1992-09-23,40000
15867,95431,Anyuan,Braunmuhl,Senior Engineer,1988-04-03,50083
46889,457248,Anyuan,Camurati,Senior Staff,1993-10-08,78732
52143,485904,Anyuan,Cannane,Senior Engineer,2000-06-06,52264
29678,261750,Anyuan,Codenie,Senior Engineer,1985-09-13,43801
4105,32138,Anyuan,Facello,Senior Staff,1998-12-06,61638
20221,209222,Anyuan,Ginesta,Senior Engineer,1997-04-03,57858
27052,247411,Anyuan,Hedayat,Senior Staff,1991-02-14,67972
5280,38497,Anyuan,Hiltgen,Senior Staff,1985-12-06,57075
5558,40035,Anyuan,Kleiser,Senior Staff,1994-01-23,83081
9471,61119,Anyuan,Koshiba,Senior Engineer,1987-03-07,54600
2663,24503,Anyuan,Kusakari,Senior Engineer,1998-08-04,40000
32302,276273,Anyuan,Kushnir,Senior Engineer,1993-07-21,56929
33167,281093,Anyuan,Legleitner,Senior Engineer,1992-04-23,59891
45578,450039,Anyuan,Lunt,Senior Staff,1994-06-22,60546
17866,106411,Anyuan,Marletta,Senior Engineer,1996-03-02,40000
41917,429144,Anyuan,Merks,Senior Staff,1991-12-08,61984
39398,415015,Anyuan,Pokrovskii,Senior Engineer,2001-04-18,40000
9271,60060,Anyuan,Ramamoorthy,Staff,1997-01-03,40000
10337,65899,Anyuan,Ranta,Senior Engineer,1996-08-08,49908
36179,297435,Anyuan,Rouquie,Technique Leader,1990-02-11,53991
29196,259140,Anyuan,Samarati,Senior Staff,1993-12-09,81137
31361,271033,Anyuan,Sidou,Senior Staff,1992-03-24,59402
837,14879,Anyuan,Sigstam,Senior Engineer,1993-12-28,54322
4248,32864,Anyuan,Stifter,Senior Staff,1996-05-23,49402
30719,267383,Anyuan,Verhoeff,Senior Staff,1994-06-06,50504
7374,49940,Anyuan,Wallrath,Senior Engineer,1987-12-06,50017
13953,85219,Anyuan,Zaiane,Senior Engineer,1999-01-31,40000
5387,39188,Apostol,Bresenham,Senior Engineer,1995-10-04,43766
51573,482888,Apostol,Brookman,Senior Staff,1986-06-27,51609
28151,253514,Apostol,Cannane,Engineer,1999-08-24,41810
1152,16399,Apostol,Collette,Senior Staff,1992-04-16,59384
11505,72627,Apostol,Conry,Engineer,1999-01-08,51665
6972,47930,Apostol,Coors,Senior Engineer,1994-12-23,40000
5155,37807,Apostol,Douceur,Senior Engineer,1998-03-04,64932
13820,84487,Apostol,Hashii,Senior Engineer,1992-12-16,40203
11830,74258,Apostol,Hemaspaandra,Senior Staff,1994-06-10,40000
21962,218924,Apostol,Hiraishi,Senior Staff,1996-08-19,70406
39707,416788,Apostol,Hoogerwoord,Senior Staff,1998-10-23,55008
33488,282915,Apostol,Iacovou,Engineer,1996-09-08,62969
31923,274220,Apostol,Karcich,Senior Engineer,1996-06-23,43525
52798,489504,Apostol,Kriebel,Staff,1998-09-21,63259
18170,107937,Apostol,Marzano,Senior Staff,2001-02-12,44197
11445,72211,Apostol,Murrill,Senior Engineer,1994-08-15,59170
27489,249765,Apostol,Oxenboll,Senior Engineer,1993-10-03,61674
4441,33998,Apostol,Polupanov,Senior Engineer,1990-02-06,40000
10265,65591,Apostol,Riesenhuber,Senior Staff,1990-03-01,75201
53055,490777,Apostol,Ritzmann,Senior Engineer,2001-06-16,40000
19279,203987,Apostol,Stanfel,Senior Staff,1997-12-20,48202
47658,461535,Apostol,Suwa,Senior Staff,1996-05-17,40000
13531,83000,Apostol,Talmor,Senior Engineer,1993-08-26,53876
29209,259223,Apostol,Vakili,Senior Engineer,1986-08-26,96916
52482,487640,Apostol,Vecchi,Senior Engineer,1995-07-12,40000
18162,107892,Aral,Ambroszkiewicz,Senior Engineer,1994-03-04,40000
34208,286590,Aral,Androutsos,Senior Engineer,1999-04-16,42292
27716,251068,Aral,Angelopoulos,Senior Engineer,1994-08-04,50782
46182,453488,Aral,Hiyoshi,Technique Leader,1990-04-12,44112
16782,100568,Aral,Huhdanpaa,Senior Staff,1988-07-12,58380
16008,96174,Aral,Junot,Senior Staff,1987-12-23,58482
1763,19771,Aral,Katalagarianos,Staff,1997-07-06,89448
8842,57915,Aral,Kermarrec,Senior Staff,1998-10-05,40000
37803,406289,Aral,Kuzuoka,Senior Staff,1993-07-18,75973
30221,264633,Aral,Lichtman,Senior Engineer,1992-11-28,63966
13488,82774,Aral,Maierhofer,Senior Staff,1996-02-28,59700
30123,264194,Aral,Merey,Senior Staff,1986-03-30,68609
46062,452700,Aral,Minakawa,Technique Leader,1996-04-25,40000
39168,413671,Aral,Moehrke,Senior Staff,2002-04-30,78073
49350,470901,Aral,Rajaraman,Senior Staff,1989-01-22,40000
49654,472366,Aral,Rattan,Technique Leader,1986-07-20,47944
3705,29991,Aral,Rosenbaum,Senior Staff,1995-07-12,83701
48448,465699,Aral,Schwabacher,Senior Staff,1985-09-28,40000
18267,108461,Aral,Sury,Senior Staff,1992-10-28,55988
50105,475009,Aral,Takkinen,Senior Engineer,1998-06-09,40000
22306,220804,Aral,Uludag,Senior Engineer,1987-05-16,40502
38590,410360,Aral,Veeraraghavan,Senior Staff,1993-02-19,74946
442,12553,Aral,Vesna,Senior Staff,1987-02-28,40000
52055,485381,Aral,Vingron,Senior Staff,1993-06-19,60623
19508,205297,Aral,Weedon,Senior Engineer,2002-02-05,40000
29503,260864,Aram,Asser,Senior Staff,1994-12-19,72714
28333,254516,Aram,Cannata,Senior Engineer,1995-09-17,40000
39999,418491,Aram,Constantine,Senior Staff,1996-11-04,63786
29591,261321,Aram,Eldridge,Staff,1996-12-16,78838
11705,73655,Aram,Garrabrants,Technique Leader,1994-09-09,41368
9516,61347,Aram,Gerteisen,Senior Engineer,1992-05-10,44796
8593,56694,Aram,Godskesen,Technique Leader,1990-09-11,59613
46746,456553,Aram,Gulla,Senior Staff,1994-04-25,61704
26646,244964,Aram,Hasenauer,Senior Staff,2000-02-15,72033
6418,44955,Aram,Kawashima,Engineer,1995-08-13,53874
54496,498670,Aram,Menyhert,Senior Staff,2002-05-06,69027
18448,109470,Aram,Moffat,Staff,1996-03-02,76886
35695,294932,Aram,Perly,Senior Staff,1997-04-07,88041
19232,203672,Aram,Pettis,Senior Engineer,1999-05-25,40000
37634,405410,Aram,Picco,Senior Staff,1998-05-13,64522
5411,39304,Aram,Plesums,Senior Engineer,1991-09-29,43676
43115,436191,Aram,Rajcani,Senior Engineer,1994-05-20,40000
41710,427890,Aram,Rosin,Senior Engineer,1997-01-04,40000
31341,270922,Aram,Rouquie,Senior Engineer,1988-11-02,82096
556,13202,Aram,Scharstein,Senior Staff,1992-03-28,51915
22262,220526,Aram,Shiratori,Staff,1998-08-26,40000
46808,456822,Aram,Siochi,Senior Staff,2000-04-26,40000
14787,89391,Aram,Steenbeek,Senior Staff,1985-12-10,40000
4011,31641,Aram,Syrzycki,Senior Engineer,1992-02-29,47195
20465,210473,Aram,Terlouw,Engineer,1996-02-16,50760
42817,434360,Aram,Zolotykh,Senior Engineer,1991-02-25,64406
18899,201997,Aran,Baez,Senior Staff,1985-04-07,54263
4701,35554,Aran,Bahl,Senior Staff,1996-07-06,40000
36032,296763,Aran,Brookman,Staff,1997-12-14,46514
54073,496265,Aran,Emden,Senior Staff,1994-04-26,58861
27398,249399,Aran,Eugenio,Senior Engineer,1998-06-11,40000
51643,483208,Aran,Garnick,Staff,1998-11-20,82835
46240,453738,Aran,Katalagarianos,Senior Engineer,1994-05-30,42397
33647,283804,Aran,Koprowski,Senior Engineer,1992-03-04,54288
19116,203118,Aran,Lalonde,Senior Staff,1991-05-21,40000
19389,204693,Aran,Litzkow,Engineer,1995-03-10,43455
45391,449075,Aran,Lund,Senior Engineer,1999-01-31,63411
23924,229742,Aran,Lundstrom,Engineer,1996-05-03,49587
25917,240414,Aran,Maquelin,Senior Staff,1994-11-15,40000
40715,422381,Aran,Merkl,Senior Staff,1995-12-09,60204
10737,68142,Aran,Nishimukai,Senior Staff,1994-10-12,73185
52692,488881,Aran,Puppo,Engineer,1998-03-28,40000
10053,64450,Aran,Raney,Senior Engineer,2000-02-24,60474
17956,106797,Aran,Raoux,Senior Engineer,1992-11-25,58863
12356,77002,Aran,Ratnakar,Senior Engineer,1988-10-23,55048
26418,243564,Aran,Schiper,Senior Engineer,1993-02-26,56660
36758,400466,Aran,Syrotiuk,Senior Engineer,1992-07-28,49940
52444,487444,Aran,Uehara,Senior Engineer,1993-11-11,48783
22352,221047,Arch,Basawa,Senior Engineer,1995-06-24,43603
5662,40600,Arch,Bazzichi,Staff,1994-08-18,40000
10231,65486,Arch,Cincotta,Senior Engineer,1992-12-22,40000
40091,418939,Arch,Dehkordi,Staff,1998-05-06,48557
14115,85999,Arch,Dymetman,Senior Staff,1987-07-21,40000
14930,90279,Arch,Geffroy,Senior Staff,1992-05-03,61651
25576,238700,Arch,Hebden,Senior Staff,1993-12-16,72769
34702,289328,Arch,Hertweck,Senior Engineer,1993-06-28,40000
27526,250000,Arch,Landherr,Senior Engineer,1987-11-22,50402
31863,273867,Arch,Leaver,Senior Engineer,1986-12-10,55186
18360,108997,Arch,Liesche,Senior Engineer,1999-12-11,49656
47183,458914,Arch,McAffer,Senior Engineer,1999-11-24,51080
50324,475934,Arch,Munoz,Technique Leader,1987-08-29,55942
20641,211492,Arch,Openshaw,Senior Staff,1985-08-12,40518
22370,221109,Arch,Pardalos,Senior Engineer,1999-05-08,40970
17115,102433,Arch,Peek,Senior Staff,1995-03-31,92909
15633,94195,Arch,Rabehasaina,Senior Staff,1993-10-01,40000
14365,87232,Arch,Thebaut,Senior Engineer,1991-01-12,67221
39942,418063,Arch,Walston,Senior Engineer,1993-01-01,52776
6051,42870,Arch,Whittlesey,Senior Engineer,2000-03-15,40000
46959,457722,Arco,Alpay,Senior Engineer,1988-05-08,40000
25074,235740,Arco,Baer,Senior Staff,2002-07-26,86294
18697,200864,Arco,Bhattacharjee,Staff,1999-06-07,46632
19288,204034,Arco,Botman,Senior Engineer,1992-02-18,40000
51194,480981,Arco,Braccini,Senior Staff,1995-06-29,62938
23474,227048,Arco,Cincotta,Engineer,1997-07-14,46956
14387,87336,Arco,Dusink,Senior Staff,1999-02-11,58169
24976,235287,Arco,Glowinski,Senior Engineer,1993-07-16,41015
5401,39243,Arco,Heiserman,Staff,1999-06-17,51048
28800,257217,Arco,Horswill,Senior Staff,1995-02-03,56645
34876,290423,Arco,Krohn,Senior Engineer,1994-10-11,49747
15414,93086,Arco,Lubachevsky,Engineer,1995-08-05,44885
42156,430720,Arco,Peha,Technique Leader,1989-04-20,63846
3460,28714,Arco,Poehlman,Assistant Engineer,1996-11-25,40000
41133,424755,Arco,Ranka,Senior Staff,2001-09-14,51002
8674,57064,Arco,Serov,Senior Engineer,1990-11-26,40000
15854,95368,Arco,Sichman,Technique Leader,1986-01-05,45031
6896,47401,Arco,Thisen,Technique Leader,1998-02-16,67807
44042,441309,Arco,Trystram,Senior Engineer,1992-12-14,80172
26151,242055,Arco,Zaiane,Senior Engineer,1997-01-12,62097
10775,68499,Arfst,Bael,Senior Engineer,1991-11-16,74774
21241,214970,Arfst,Belinskaya,Senior Staff,1994-09-04,91368
27347,249153,Arfst,Bridgland,Senior Staff,1995-12-05,40000
23037,224694,Arfst,Collette,Senior Staff,1986-08-26,76188
14763,89240,Arfst,Ecklund,Engineer,1997-06-08,56730
